"seller_id","category_name","year_month_order","gross_merchandise_value"
"05ff92fedb5be47920fea08e501238b9",cool_stuff,"2016-10",89.0
"515d781150feed28a6ac091bb0e3cb8c",cool_stuff,"2016-10",212.4
"76d5af76d0271110f9af36c92573f765",cool_stuff,"2016-10",399.0
b7ba853e9551f4558440881fd3e5c815,cool_stuff,"2016-10",136.9
c9a06ece156bb057372c68718ec8909b,cool_stuff,"2016-10",49.0
cf281cf8b7affbdfe751b29cc85580e1,cool_stuff,"2016-10",64.9
e8f6dc8e6a1dcde89d20e3995c8d90b3,cool_stuff,"2016-10",89.9
e8f6dc8e6a1dcde89d20e3995c8d90b3,diapers_and_hygiene,"2016-10",134.9
"8fdca8e349553f99bc738833a62c8802",electronics,"2016-10",107.99
f0563bacf40c311f1c4d3d6b67b8a7a7,electronics,"2016-10",1199.0
dc8798cbf453b7e0f98745e396cc5616,fashio_female_clothing,"2016-10",54.9
"0cbcee27c791afa0cdcb08587a2013a8",fashion_bags_accessories,"2016-10",135.0
"0ea22c1cfbdc755f86b9b54b39c16043",fashion_bags_accessories,"2016-10",154.59999
"25e6ffe976bd75618accfe16cefcbd0d",fashion_bags_accessories,"2016-10",88.0
c12d7463a579237ffb9248bd7cff378b,fashion_bags_accessories,"2016-10",25.9
cab85505710c7cb9b720bceb52b01cee,fashion_bags_accessories,"2016-10",104.8
dc8798cbf453b7e0f98745e396cc5616,fashion_male_clothing,"2016-10",24.9
b499c00f28f4b7069ff6550af8c1348a,fashion_shoes,"2016-10",29.99
"54aa8463e87776b5612f4bdc4bd5d4de",fixed_telephony,"2016-10",269.9
"62c50c1af4dfdc4149d25c5222043d39",fixed_telephony,"2016-10",149.99
"8b11118053756a9a2932f447e11fc1b5",fixed_telephony,"2016-10",79.99
"99eaacc9e6046db1c82b163c5f84869f",fixed_telephony,"2016-10",199.0
ce27a3cc3c8cc1ea79d11e561e9bebb6,fixed_telephony,"2016-10",6.0
"4bde6149c15cf7e177b36fa060dd6de8",food,"2016-10",79.9
"0336182e1b3e92f029d5354832045fdf",furniture_decor,"2016-10",29.8
"066a6914e1ebf3ea95a216c73a986b91",furniture_decor,"2016-10",79.9
"0c8380b62e38e8a1e6adbeba7eb9688c",furniture_decor,"2016-10",139.9
"13e85aac53340018b40c2af68001b7e0",furniture_decor,"2016-10",17.8
"1554a68530182680ad5c8b042c3ab563",furniture_decor,"2016-10",79.98
"184a67a8f9f63234d3a92340bbdb727f",furniture_decor,"2016-10",89.48
"3481aa57cd91f9f9d3fa1fa12d9a3bf7",furniture_decor,"2016-10",59.9
"391fc6631aebcf3004804e51b40bcf1e",furniture_decor,"2016-10",916.23
"4b90495391ac0bd181a80a459df1e718",furniture_decor,"2016-10",248.0
"5a8e7d5003a1f221f9e1d6e411de7c23",furniture_decor,"2016-10",119.8
"5bba18b40e8c973b0f32e748004775b0",furniture_decor,"2016-10",739.98
"624f4ece8da4aafb77699233d480f8ef",furniture_decor,"2016-10",189.0
"62c50c1af4dfdc4149d25c5222043d39",furniture_decor,"2016-10",129.99
"710e3548e02bc1d2831dfc4f1b5b14d4",furniture_decor,"2016-10",299.99
"77530e9772f57a62c906e1c21538ab82",furniture_decor,"2016-10",148.0
"7a073a40a9d3f1fee8bc45670ea1e909",furniture_decor,"2016-10",95.0
"7dc8c42cc750eeafea6c85712ffee9bf",furniture_decor,"2016-10",249.0
"87f3e35268860433e13d577825aada95",furniture_decor,"2016-10",19.9
"8a32e327fe2c1b3511609d81aaf9f042",furniture_decor,"2016-10",29.99
"939f6e231201f26803cb5c3a3d2940b3",furniture_decor,"2016-10",130.6
ae9690c6e8fee182c28c9ff8e11ca52c,furniture_decor,"2016-10",47.4
b14db04aa7881970e83ffa9426897925,furniture_decor,"2016-10",196.0
b335c59ab742f751a85db9c411a86739,furniture_decor,"2016-10",133.8
bac44fa8e13424950488659b5f765c41,furniture_decor,"2016-10",19.9
bd4ff04377f974574f7f0bf9d6ce7dde,furniture_decor,"2016-10",79.98
cac4c8e7b1ca6252d8f20b2fc1a2e4af,furniture_decor,"2016-10",399.99
cca3071e3e9bb7d12640c9fbe2301306,furniture_decor,"2016-10",454.4
d101c6da914ae3d53f7bee42283f2fe2,furniture_decor,"2016-10",86.7
d4d99b60c4c94cd35acd502cec65dc8d,furniture_decor,"2016-10",72.9
dd2bdf855a9172734fbc3744021ae9b9,furniture_decor,"2016-10",169.9
de66a66f2dd06bb9ec37aa96987466a3,furniture_decor,"2016-10",45.89
df560393f3a51e74553ab94004ba5c87,furniture_decor,"2016-10",93.9
e8f6dc8e6a1dcde89d20e3995c8d90b3,furniture_decor,"2016-10",74.9
f7496d659ca9fdaf323c0aae84176632,furniture_decor,"2016-10",119.99
"3606774ec64634822d78dc2db6d37045",garden_tools,"2016-10",179.9
"9df5750209b83567ec144eb299d7d634",garden_tools,"2016-10",590.0
c9a06ece156bb057372c68718ec8909b,garden_tools,"2016-10",380.0
e5a38146df062edaf55c38afa99e42dc,garden_tools,"2016-10",69.99
f67efa3f0b6761102a7f8c6b7b571f5d,garden_tools,"2016-10",139.99
"011b0eaba87386a2ae96a7d32bb531d1",health_beauty,"2016-10",99.98
"432c67955c0acd1fd6b0b5d678766a71",health_beauty,"2016-10",988.0
"56642bcb79900e777d68e91915cb4267",health_beauty,"2016-10",203.0
"59fb871bf6f4522a87ba567b42dafecf",health_beauty,"2016-10",109.99
"620c87c171fb2a6dd6e8bb4dec959fc6",health_beauty,"2016-10",389.6
"82bd0703a4aefd6b599e5bfdaed378fb",health_beauty,"2016-10",109.89
b17b679f4f5ce2e03ce6968c62648246,health_beauty,"2016-10",456.68
b1fecf4da1fa2689bccffa0121953643,health_beauty,"2016-10",311.8
b56906f7fd1696e043f1bcce164c487b,health_beauty,"2016-10",175.8
c7dcd301ecfe5ab7f778ac172cf74be7,health_beauty,"2016-10",157.70001
ce27a3cc3c8cc1ea79d11e561e9bebb6,health_beauty,"2016-10",57.0
e24fc9fcd865784fb25705606fe3dfe7,health_beauty,"2016-10",210.0
ecccfa2bb93b34a3bf033cc5d1dcdc69,health_beauty,"2016-10",1203.6702
f4aba7c0bca51484c30ab7bdc34bcdd1,health_beauty,"2016-10",79.4
"11305281b50fff20ae8bb473f8e11876",housewares,"2016-10",44.99
"1554a68530182680ad5c8b042c3ab563",housewares,"2016-10",32.99
"440dd6ab244315c632130ecfb63827b1",housewares,"2016-10",19.9
"575df70bde3f9f2b30bf8d2e9910d725",housewares,"2016-10",399.8
"5b179e9e8cc7ab6fd113a46ca584da81",housewares,"2016-10",619.4
d50d79cb34e38265a8649c383dcffd48,housewares,"2016-10",169.99
d101c6da914ae3d53f7bee42283f2fe2,industry_commerce_and_business,"2016-10",359.6
"024b564ae893ce8e9bfa02c10a401ece",market_place,"2016-10",467.4
"2199e7fe213c16213bf5d6a7eadc9a5d",market_place,"2016-10",311.0
"46dc3b2cc0980fb8ec44634e21d2718e",market_place,"2016-10",94.99
"7d456afc660226829370f3173d14520c",market_place,"2016-10",225.9
c9a06ece156bb057372c68718ec8909b,market_place,"2016-10",79.9
f41ce2e25237f9092cd8e6e7516c7a2f,market_place,"2016-10",58.0
ffff564a4f9085cd26170f4732393726,market_place,"2016-10",69.0
"38874e327ce94d11390b96eb42d61928",office_furniture,"2016-10",689.99
a7f13822ceb966b076af67121f87b063,office_furniture,"2016-10",610.89
"0307f7565ff85b299b6e5ef162b1b1a9",perfumery,"2016-10",16.9
"0747d5bb69f0586cc869d8af4c50f93e",perfumery,"2016-10",72.8
"620c87c171fb2a6dd6e8bb4dec959fc6",perfumery,"2016-10",5407.4985
"82bd0703a4aefd6b599e5bfdaed378fb",perfumery,"2016-10",179.6
e8f6dc8e6a1dcde89d20e3995c8d90b3,perfumery,"2016-10",11.9
"700f03c207639c22d933381ff60b35c2",pet_shop,"2016-10",379.98
fa1a9dec3a9940c072684a46728bf1fc,pet_shop,"2016-10",309.7
"38e679b9e0064cd94c6f035707344dae",sports_leisure,"2016-10",44.9
"440dd6ab244315c632130ecfb63827b1",sports_leisure,"2016-10",239.79999
"45d33f715e24d15a6ccf5c17b3a23e3c",sports_leisure,"2016-10",36.49
"7008613ea464bad5cb9b83456e1e6a8f",sports_leisure,"2016-10",39.9
"76d5af76d0271110f9af36c92573f765",sports_leisure,"2016-10",1048.0
"80e6699fe29150b372a0c8a1ebf7dcc8",sports_leisure,"2016-10",39.99
"87b740daf17b5d1be335a64164ec6842",sports_leisure,"2016-10",1299.99
"989becdce12ebc39863c2bceab6f3ca1",sports_leisure,"2016-10",138.0
"9c3c24eca51c52b91c1de727d2a2ae06",sports_leisure,"2016-10",49.9
a36b125ac6d5fdbc7f50de85c9157bdc,sports_leisure,"2016-10",49.99
aaed1309374718fdd995ee4c58c9dfcd,sports_leisure,"2016-10",62.9
d12c926d74ceff0a90a21184466ce161,sports_leisure,"2016-10",18.9
d4f91e8be86b38da2ee35bc489645a9d,sports_leisure,"2016-10",49.99
ed49da7cadefc454d6a67de249eab240,sports_leisure,"2016-10",43.0
f09b760d23495ac9a7e00d29b769007c,sports_leisure,"2016-10",21.9
f67efa3f0b6761102a7f8c6b7b571f5d,sports_leisure,"2016-10",149.99
"2138ccb85b11a4ec1e37afbd1c8eda1f",telephony,"2016-10",49.89
"5656537e588803a555b8eb41f07a944b",telephony,"2016-10",31.89
"89bc797e2e29667aa035d4368f9b7f92",telephony,"2016-10",148.5
b7ba853e9551f4558440881fd3e5c815,telephony,"2016-10",239.9
e8f6dc8e6a1dcde89d20e3995c8d90b3,telephony,"2016-10",29.9
"1554a68530182680ad5c8b042c3ab563",toys,"2016-10",139.98
"46dc3b2cc0980fb8ec44634e21d2718e",toys,"2016-10",1469.9299
"4bde6149c15cf7e177b36fa060dd6de8",toys,"2016-10",79.9
"5f2684dab12e59f83bef73ae57724e45",toys,"2016-10",129.9
"817f85dbb65aa3e70831d90fe75cdf89",toys,"2016-10",773.4
"86bb7c4b535e49a541baf3266b1c95b1",toys,"2016-10",1289.7001
a3a38f4affed601eb87a97788c949667,toys,"2016-10",129.99
b2ba3715d723d245138f291a6fe42594,toys,"2016-10",129.8
ea6b12bf9ffe2bac34602ec631d97a47,toys,"2016-10",128.7
f5f2ab9bdb6b30c14c61be68c5ed37da,toys,"2016-10",143.89
fa40cc5b934574b62717c68f3d678b6d,toys,"2016-10",49.9
"4d600e08ecbe08258c79e536c5a42fee",watches_gifts,"2016-10",1931.34
"522620dcb18a6b31cd7bdf73665113a9",watches_gifts,"2016-10",29.9
"7e93a43ef30c4f03f38b393420bc753a",watches_gifts,"2016-10",1399.0
"48efc9d94a9834137efd9ea76b065a38",fashion_bags_accessories,"2016-12",10.9
ef506c96320abeedfb894c34db06f478,agro_industry_and_commerce,"2017-01",65.97
"2199e7fe213c16213bf5d6a7eadc9a5d",air_conditioning,"2017-01",189.0
"56db5c0782e8f7ddc9343f9576ff6d16",air_conditioning,"2017-01",174.9
ed859002ad59dbf8cf3602696a6c3000,air_conditioning,"2017-01",299.8
"066a6914e1ebf3ea95a216c73a986b91",auto,"2017-01",459.8
"16090f2ca825584b5a147ab24aa30c86",auto,"2017-01",49.99
"198c7ea11960a9844b544d9bcdca860c",auto,"2017-01",139.99
"2138ccb85b11a4ec1e37afbd1c8eda1f",auto,"2017-01",27.99
"2a1348e9addc1af5aaa619b1a3679d6b",auto,"2017-01",229.9
"2b1a40c1daabc6ca280c4b815c101841",auto,"2017-01",345.0
"48efc9d94a9834137efd9ea76b065a38",auto,"2017-01",21.8
"4e922959ae960d389249c378d1c939f5",auto,"2017-01",54.0
"5c603ffb38cbbf25a0e0698941324143",auto,"2017-01",348.8
"710e3548e02bc1d2831dfc4f1b5b14d4",auto,"2017-01",49.99
"8581055ce74af1daba164fdbd55a40de",auto,"2017-01",1806.2002
c273175f7c6c80fb02f051e2fc6d0d72,auto,"2017-01",139.99
d1a1b40ec554c593a1a99366746289dd,auto,"2017-01",49.7
dd264199fc8b687ad029de7de6d760e6,auto,"2017-01",87.9
f235413f677777a0738ff215d0184901,auto,"2017-01",1191.98
ffff564a4f9085cd26170f4732393726,auto,"2017-01",215.5
"1771297ac436903d1dd6b0e9279aa505",baby,"2017-01",240.0
"1f9ab4708f3056ede07124aad39a2554",baby,"2017-01",559.88
"3f8034bfc6b8b4135534975d49f04c63",baby,"2017-01",168.0
"41b39e28db005d9731d9d485a83b4c38",baby,"2017-01",27.6
"436bf27f2f18474fc6047702e9f8a866",baby,"2017-01",29.9
"46dc3b2cc0980fb8ec44634e21d2718e",baby,"2017-01",1029.96
"48efc9d94a9834137efd9ea76b065a38",baby,"2017-01",21.8
"5a8e7d5003a1f221f9e1d6e411de7c23",baby,"2017-01",179.8
"5dceca129747e92ff8ef7a997dc4f8ca",baby,"2017-01",1338.0
"725c32fa80c2faacc4fc88450d27314e",baby,"2017-01",39.98
"817f85dbb65aa3e70831d90fe75cdf89",baby,"2017-01",149.99
"834f8533b2ecb6598dd004ff3de7203a",baby,"2017-01",134.17
"8b8cfc8305aa441e4239358c9f6f2485",baby,"2017-01",1934.0
"8cbac7e12637ed9cffa18c7875207478",baby,"2017-01",220.0
a3a38f4affed601eb87a97788c949667,baby,"2017-01",19.99
d98eec89afa3380e14463da2aabaea72,baby,"2017-01",140.0
e48b04bf1aa1ef711caebeb7aede6180,baby,"2017-01",127.9
fa40cc5b934574b62717c68f3d678b6d,baby,"2017-01",36.9
"004c9cd9d87a3c30c522c48c4fc07416",bed_bath_table,"2017-01",719.94
"0c8380b62e38e8a1e6adbeba7eb9688c",bed_bath_table,"2017-01",361.4
"1771297ac436903d1dd6b0e9279aa505",bed_bath_table,"2017-01",46.22
"41b39e28db005d9731d9d485a83b4c38",bed_bath_table,"2017-01",364.6
"4a3ca9315b744ce9f8e9374361493884",bed_bath_table,"2017-01",1394.0002
"891071be6ba827b591264c90c2ae8a63",bed_bath_table,"2017-01",20.0
a3a38f4affed601eb87a97788c949667,bed_bath_table,"2017-01",59.9
c53bcd3be457a342a97e39e5a9f0be22,bed_bath_table,"2017-01",119.9
cca3071e3e9bb7d12640c9fbe2301306,bed_bath_table,"2017-01",734.4
dd2bdf855a9172734fbc3744021ae9b9,bed_bath_table,"2017-01",139.8
"83e197e95a1bbabc8c75e883ed016c47",books_general_interest,"2017-01",234.89
"403aa86912527d730337ffcb0fb096ab",computers,"2017-01",2199.99
"1d0997ff06b524ce9289ffd75114ecd3",computers_accessories,"2017-01",1999.0
"2a1348e9addc1af5aaa619b1a3679d6b",computers_accessories,"2017-01",65.8
"2f4b9d112bfa44a214bc6cef085d17c8",computers_accessories,"2017-01",37.8
"3340ef1913fb70d28420f6ceb685c339",computers_accessories,"2017-01",787.6
"5f0057b677eb963672bf05dfa3f16c34",computers_accessories,"2017-01",26.99
"85d9eb9ddc5d00ca9336a2219c97bb13",computers_accessories,"2017-01",150.29999
"9646c3513289980f17226a2fc4720dbd",computers_accessories,"2017-01",48.0
b2ba3715d723d245138f291a6fe42594,computers_accessories,"2017-01",84.9
d03698c2efd04a549382afa6623e27fb,computers_accessories,"2017-01",323.1
e2aee0892199b1d92530e371abd825bf,computers_accessories,"2017-01",79.8
e9d99831abad74458942f21e16f33f92,computers_accessories,"2017-01",268.95
f8db351d8c4c4c22c6835c19a46f01b0,computers_accessories,"2017-01",51.9
"2a1348e9addc1af5aaa619b1a3679d6b",consoles_games,"2017-01",14.9
"3985a3c45be355a4c57fde108bfabd1c",consoles_games,"2017-01",39.9
"4e922959ae960d389249c378d1c939f5",consoles_games,"2017-01",46.0
"522620dcb18a6b31cd7bdf73665113a9",consoles_games,"2017-01",3577.8794
"822b63912576852aea9a8436d72317b7",consoles_games,"2017-01",2055.72
b2ba3715d723d245138f291a6fe42594,consoles_games,"2017-01",219.8
"8a87611c08849ffeeccab52aa798b6c7",construction_tools_construction,"2017-01",310.0
"01cf7e3d21494c41fb86034f2e714fa1",cool_stuff,"2017-01",152.1
"054694fa03fe82cec4b7551487331d74",cool_stuff,"2017-01",1152.0
"05ff92fedb5be47920fea08e501238b9",cool_stuff,"2017-01",1338.6
"2493dc3f20131696a0ecdb9948051a8d",cool_stuff,"2017-01",411.58002
"25e6ffe976bd75618accfe16cefcbd0d",cool_stuff,"2017-01",155.96
"2bd05d410a8fd26dc4184a15f4f2f588",cool_stuff,"2017-01",29.99
"46dc3b2cc0980fb8ec44634e21d2718e",cool_stuff,"2017-01",349.99
"4e922959ae960d389249c378d1c939f5",cool_stuff,"2017-01",117.0
"59fb871bf6f4522a87ba567b42dafecf",cool_stuff,"2017-01",359.97
"5b664594895aefb418afaee6d40a9a23",cool_stuff,"2017-01",38.9
"5dceca129747e92ff8ef7a997dc4f8ca",cool_stuff,"2017-01",869.0
"5f1dc28029d2c244352a68107ec2b542",cool_stuff,"2017-01",22.3
"6edacfd9f9074789dad6d62ba7950b9c",cool_stuff,"2017-01",66.9
"76d5af76d0271110f9af36c92573f765",cool_stuff,"2017-01",1197.0
"7a67c85e85bb2ce8582c35f2203ad736",cool_stuff,"2017-01",349.98
aac29b1b99776be73c3049939652091d,cool_stuff,"2017-01",59.9
cb8bcce248bb1fb274ba762d8b971456,cool_stuff,"2017-01",139.9
dc317f341ab0e22f39acbd9dbf9b4a1f,cool_stuff,"2017-01",629.0
e1bed63d68ac36fe1f3061befe196af5,cool_stuff,"2017-01",199.0
e3b4998c7a498169dc7bce44e6bb6277,cool_stuff,"2017-01",130.0
f41ce2e25237f9092cd8e6e7516c7a2f,cool_stuff,"2017-01",15.8
"75fbb52eda0cbc24f479d3b2fbfa8d3e",dvds_blu_ray,"2017-01",29.8
"4e922959ae960d389249c378d1c939f5",electronics,"2017-01",138.0
"582d4f8675b945722eda7c0cb61ba4c7",electronics,"2017-01",249.9
"6ee85be3693ed79a8e80718743d80655",electronics,"2017-01",29.5
"70a12e78e608ac31179aea7f8422044b",electronics,"2017-01",116.700005
debe6615cd90cc0c2eac2b8988e1f628,electronics,"2017-01",59.9
ffff564a4f9085cd26170f4732393726,electronics,"2017-01",23.0
dc8798cbf453b7e0f98745e396cc5616,fashio_female_clothing,"2017-01",77.3
"0ea22c1cfbdc755f86b9b54b39c16043",fashion_bags_accessories,"2017-01",673.6001
"1b8b75e227c9a9c100d0c210fb6176ce",fashion_bags_accessories,"2017-01",349.97003
"2be17df1c49978426251562096c3cc09",fashion_bags_accessories,"2017-01",308.9
"48efc9d94a9834137efd9ea76b065a38",fashion_bags_accessories,"2017-01",127.90001
"54a1852d1b8f10312c55e906355666ee",fashion_bags_accessories,"2017-01",33.9
b127efdabeffb5d559349c7b172eb75d,fashion_bags_accessories,"2017-01",28.0
cab85505710c7cb9b720bceb52b01cee,fashion_bags_accessories,"2017-01",149.70001
aaed1309374718fdd995ee4c58c9dfcd,fashion_male_clothing,"2017-01",126.9
"827f8f69dfa529c561901c4f2e0f332f",fashion_shoes,"2017-01",34.9
b1aaae6b66ad3c40f54b389d7ea4bee0,fashion_underwear_beach,"2017-01",137.25
"2a1348e9addc1af5aaa619b1a3679d6b",fixed_telephony,"2017-01",69.8
"4e922959ae960d389249c378d1c939f5",fixed_telephony,"2017-01",180.0
"62c50c1af4dfdc4149d25c5222043d39",fixed_telephony,"2017-01",275.98
b76dba6c951ab00dc4edf0a1aa88037e,fixed_telephony,"2017-01",151.34
"8d79c8a04e42d722a75097ce5cbcf2ef",food,"2017-01",42.82
"48efc9d94a9834137efd9ea76b065a38",furniture_bedroom,"2017-01",73.200005
"062ce95fa2ad4dfaedfc79260130565f",furniture_decor,"2017-01",125.700005
"066a6914e1ebf3ea95a216c73a986b91",furniture_decor,"2017-01",49.8
"0adac9fbd9a2b63cccaac4f8756c1ca8",furniture_decor,"2017-01",32.9
"0b09101900100c0e9d312861fad5a1b9",furniture_decor,"2017-01",153.75
"0c8380b62e38e8a1e6adbeba7eb9688c",furniture_decor,"2017-01",542.9
"0f519b0d2e5eb2227c93dd25038bfc01",furniture_decor,"2017-01",79.9
"1336efc61c316ddf92c899eb817f7cae",furniture_decor,"2017-01",42.0
"1554a68530182680ad5c8b042c3ab563",furniture_decor,"2017-01",401.3
"2a1348e9addc1af5aaa619b1a3679d6b",furniture_decor,"2017-01",89.7
"31344c16881c08a8a72c6d2eb29918c1",furniture_decor,"2017-01",419.8
"3c3017960b2dbd72711a61f0400aab8f",furniture_decor,"2017-01",179.8
"41b39e28db005d9731d9d485a83b4c38",furniture_decor,"2017-01",229.4
"422be4cc81a457fdb46f47edeb968ae5",furniture_decor,"2017-01",239.9
"4a3ca9315b744ce9f8e9374361493884",furniture_decor,"2017-01",779.30005
"575df70bde3f9f2b30bf8d2e9910d725",furniture_decor,"2017-01",518.0
"586a871d4f1221763fddb6ceefdeb95e",furniture_decor,"2017-01",198.0
"5a8e7d5003a1f221f9e1d6e411de7c23",furniture_decor,"2017-01",59.9
"612a743d294c27884fb7b80d2b19ba35",furniture_decor,"2017-01",57.8
"61f159ef6da2d441951d2c0efa719362",furniture_decor,"2017-01",79.99
"63b9ae557efed31d1f7687917d248a8d",furniture_decor,"2017-01",19.9
"6edacfd9f9074789dad6d62ba7950b9c",furniture_decor,"2017-01",315.5
"6fc26fe110feebd80a433e1f012a84f9",furniture_decor,"2017-01",594.94995
"710e3548e02bc1d2831dfc4f1b5b14d4",furniture_decor,"2017-01",779.88
"77530e9772f57a62c906e1c21538ab82",furniture_decor,"2017-01",944.6
"7c67e1448b00f6e969d365cea6b010ab",furniture_decor,"2017-01",206.98001
"827f8f69dfa529c561901c4f2e0f332f",furniture_decor,"2017-01",45.0
"8a32e327fe2c1b3511609d81aaf9f042",furniture_decor,"2017-01",394.89996
"8a87611c08849ffeeccab52aa798b6c7",furniture_decor,"2017-01",60.0
"8bd0f31cf0a614c658f6763bd02dea69",furniture_decor,"2017-01",113.97
"93b9a99027bd8bd6af682aff18dd19bf",furniture_decor,"2017-01",42.0
"9baf5cb77970f539089d09a38bcec5c3",furniture_decor,"2017-01",119.99
b14db04aa7881970e83ffa9426897925,furniture_decor,"2017-01",128.9
b335c59ab742f751a85db9c411a86739,furniture_decor,"2017-01",65.9
b92e3c8f9738272ff7c59e111e108d7c,furniture_decor,"2017-01",59.9
bb135baca94c82fcb731335ad5b04a03,furniture_decor,"2017-01",108.90001
cca3071e3e9bb7d12640c9fbe2301306,furniture_decor,"2017-01",3990.1978
d379f449f2a3b271bc01c0782020f705,furniture_decor,"2017-01",99.99
dbb9b48c841a0e39e21f98e1a6b2ec3e,furniture_decor,"2017-01",117.3
dd2bdf855a9172734fbc3744021ae9b9,furniture_decor,"2017-01",169.9
de66a66f2dd06bb9ec37aa96987466a3,furniture_decor,"2017-01",137.67
df560393f3a51e74553ab94004ba5c87,furniture_decor,"2017-01",63.0
e5a38146df062edaf55c38afa99e42dc,furniture_decor,"2017-01",229.9
ed9eef5be0992d413d251fadba1a410d,furniture_decor,"2017-01",89.8
f650a9708fa1bab22bdd8d3a818cc415,furniture_decor,"2017-01",222.54001
f7496d659ca9fdaf323c0aae84176632,furniture_decor,"2017-01",119.9
"1554a68530182680ad5c8b042c3ab563",furniture_living_room,"2017-01",199.99
"701938c450705b8ae65fc923b70f35c7",furniture_living_room,"2017-01",831.92
cb5df0dcb9e280b1780e9d589889f2c7,furniture_living_room,"2017-01",209.99
"0b36063d5818f81ccb94b54adfaebbf5",garden_tools,"2017-01",765.0
"3606774ec64634822d78dc2db6d37045",garden_tools,"2017-01",119.9
"54a1852d1b8f10312c55e906355666ee",garden_tools,"2017-01",29.99
"56642bcb79900e777d68e91915cb4267",garden_tools,"2017-01",73.0
"5fd924b4836098a5be0ecf81ba054ce0",garden_tools,"2017-01",667.0
"62c50c1af4dfdc4149d25c5222043d39",garden_tools,"2017-01",289.98
"80e6699fe29150b372a0c8a1ebf7dcc8",garden_tools,"2017-01",239.9
"8a87611c08849ffeeccab52aa798b6c7",garden_tools,"2017-01",675.9
"903037660cf848a717166eb7a06d616e",garden_tools,"2017-01",248.76999
"9535a841eecebed61a9fb1ac1cbb5597",garden_tools,"2017-01",186.0
"999f6d9a1c7c81f43be44c6b7d076210",garden_tools,"2017-01",14.0
a36ac007a4d18f865c8d32c3b2402c2d,garden_tools,"2017-01",649.95
